AIRO_ID,Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,M_13_14,F_13_14,T_13_14,xcoord,ycoord,Long,Lat,Sex
2577,18742U,ROXBORO N S,DOIREAIN,ROSCOMAIN,,,Roscommon,CATHOLIC,N,N,N,102,85,187,189870.0,267910.0,-8.15325,53.6608,Mixed
2578,19257S,STRABAGGAN N S,LOCH AILLINNE,CARA DROMA RUISG,CO ROSCOMMON,,Roscommon,CATHOLIC,N,N,N,12,20,32,194848.0,314390.0,-8.07872,54.0785,Mixed
2579,19368E,S N NAOMH CIARAN,SCOIL NAOMH CIARAN,ROOTY CROSS  OLDTOWN PO,ATHLONE,CO ROSCOMMON,Roscommon,CATHOLIC,N,N,N,68,55,123,193294.0,230633.0,-8.10065,53.3259,Mixed
2580,19534S,BALLYBAY CENTRAL,KILTOOM,ATHLONE,CO ROSCOMMON,,Roscommon,CATHOLIC,N,N,N,115,132,247,199532.0,246025.0,-8.00705,53.4643,Mixed
2581,19720P,N MICHEAL AGUS PADRAIG,COOTEHALL,BOYLE,CO ROSCOMMON,,Roscommon,CATHOLIC,N,N,N,58,49,107,189241.0,304510.0,-8.16404,53.9897,Mixed
2582,19809I,ABBEYCARTON NS,ELPHIN,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,Y,N,67,78,145,187512.0,288565.0,-8.18976,53.8464,Mixed
2583,19815D,ST BRIDGETS N SCHOOL,FOUR MILE HOUSE,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,N,N,59,48,107,186457.0,272582.0,-8.20509,53.7027,Mixed
2584,19980S,ST ATTRACTAS N S,BALLAGHADERREEN,CO ROSCOMMON,,,Roscommon,CATHOLIC,N,Y,N,115,101,216,161279.0,294616.0,-8.58912,53.8995,Mixed
2585,20126K,GAELSCOIL DE HIDE,CNOC NA CRUIBE,BR NA GAILLIMHE,ROSCOMAIN,CO ROSCOMAIN,Roscommon,CATHOLIC,N,N,N,90,85,175,186684.0,263473.0,-8.201260000000001,53.6209,Mixed
2586,02013S,BALLINTOGHER N S,BALLINTOGHER,SLIGO,,,Sligo,CATHOLIC,N,N,N,46,46,92,176088.0,327893.0,-8.366439999999999,54.1993,Mixed
2587,03924S,OWENBEG N S,OWENBEG P O,BALLINA,CO SLIGO,,Sligo,CATHOLIC,N,Y,N,31,41,72,137524.0,334211.0,-8.95866,54.2529,Mixed
2588,04487E,S N NAITHI NAOFA,ACHONRY,TUBBERCURRY,CO SLIGO,,Sligo,CATHOLIC,N,N,N,55,49,104,156841.0,314608.0,-8.659469999999999,54.0787,Mixed
2589,04802J,CLOONACOOL N S,TUBBERCURRY,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,52,45,97,148926.0,316934.0,-8.78079,54.0989,Mixed
2590,09691F,KILLEENDUFF N S,KILLEENDUFF,EASKEY BALLINA,CO MAYO,,Sligo,CATHOLIC,N,N,N,11,20,31,139875.0,336604.0,-8.92307,54.2746,Mixed
2591,12140I,St Joseph's National School,CULLEENS,CO SLIGO,,,Sligo,CATHOLIC,N,Y,N,17,10,27,135297.0,330049.0,-8.99193,54.2152,Mixed
2592,12171T,CORBALLA N S,BALLINA,CO MAYO,,,Sligo,CATHOLIC,N,N,N,59,55,114,129738.0,324504.0,-9.07584,54.1646,Mixed
2593,12537M,CARN N S,GURTEEN,BALLYMOTE,CO SLIGO,,Sligo,CATHOLIC,N,N,N,36,45,81,164816.0,306012.0,-8.53662,54.0021,Mixed
2594,12767G,S N RONAIN NAOFA,CLOONLOO,BOYLE,CO ROSCOMMON,,Sligo,CATHOLIC,N,Y,N,19,6,25,172996.0,302541.0,-8.41156,53.9714,Mixed
2595,13196R,Taunagh National School,Riverstown,Co. Sligo,,,Sligo,CHURCH OF IRELAND,N,N,N,15,12,27,174030.0,320169.0,-8.397310000000001,54.1298,Mixed
2596,13242V,CASTLEROCK N S,ACLARE,CO SLIGO,,,Sligo,CATHOLIC,N,Y,N,27,29,56,143382.0,313438.0,-8.86488,54.0669,Mixed
2597,13831R,MOYLOUGH N S,TUBBERCURRY,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,51,63,114,153867.0,308901.0,-8.704039999999999,54.0272,Mixed
2598,13940W,ENNISCRONE N S,ENNISCRONE,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,47,47,94,129094.0,329898.0,-9.086969999999999,54.213,Mixed
2599,14051T,STOKANE NS,ENNISCRONE,BALLINA,CO SLIGO,,Sligo,CATHOLIC,N,N,N,16,13,29,132969.0,325897.0,-9.02668,54.1776,Mixed
2600,14636B,CARRAROE N S,AN CEATHRU RUA,SLIGEACH,,,Sligo,CATHOLIC,N,N,N,148,141,289,169090.0,332972.0,-8.47419,54.2446,Mixed
2601,15004P,SCOIL ASICUS,LAR EASA,SLIGO,,,Sligo,CATHOLIC,N,N,N,100,109,209,160831.0,335538.0,-8.601230000000001,54.2671,Mixed
2602,15217J,ARDKEERIN N S,RIVERSTOWN,BOYLE,CO ROSCOMMON,,Sligo,CATHOLIC,N,N,N,54,42,96,174169.0,320029.0,-8.39517,54.1286,Mixed
2603,15337T,S N MHUIRE,CAISLEAN GEAL,CLIFFONEY,CO SLIGO,,Sligo,CATHOLIC,N,N,N,20,21,41,174297.0,356384.0,-8.396339999999999,54.4552,Mixed
2604,15342M,S N NAOMH MHUIRE,CEIS CHORAINN,BALLYMOTE,CO SLIGO,,Sligo,CATHOLIC,N,N,N,21,19,40,170689.0,311090.0,-8.44754,54.0481,Mixed
2605,15378K,ROCKFIELD N S,COOLANEY,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,96,78,174,159561.0,324374.0,-8.61922,54.1667,Mixed
2606,15431L,KILLAVILLE N S,BALLYMOTE,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,13,10,23,163781.0,310066.0,-8.55289,54.0384,Mixed
2607,15496Q,LEAFFONEY N S,KILGLASS,CO SLIGO,,,Sligo,CHURCH OF IRELAND,N,N,N,9,6,15,132900.0,334669.0,-9.0297,54.2564,Mixed
2608,15571E,KILGLASS N S,ENNISCRONE,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,33,40,73,132930.0,331529.0,-9.02854,54.2282,Mixed
2609,16044J,KILROSS N S,BALLINTOGHER,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,23,24,47,173110.0,327168.0,-8.41201,54.1927,Mixed
2610,16136O,CLIFFONEY N S,CLIFFONEY,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,22,37,59,170647.0,353637.0,-8.45234,54.4303,Mixed
2611,16492N,RATHLEE N S,EASKEY,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,26,30,56,133257.0,336769.0,-9.02469,54.2753,Mixed
2612,16781U,COOLBOCK N S,RIVERSTOWN,VIA BOYLE,CO SLIGO,,Sligo,CATHOLIC,N,N,N,14,13,27,171540.0,321407.0,-8.43552,54.1408,Mixed
2613,16793E,MARY IMMACULATE NS,COLLOONEY,CO SLIGO,,,Sligo,CATHOLIC,N,Y,N,0,73,73,168119.0,326428.0,-8.4884,54.1857,Female
2614,16927W,S N NAOMH SHEOSAIMH,KILMACTRANY,BOYLE,CO ROSCOMMON,,Sligo,CATHOLIC,N,N,N,18,10,28,183921.0,311818.0,-8.24555,54.0552,Mixed
2615,17021C,S N PADRAIG NAOFA,BALLYWEELIN,BALLINFULL,CO SLIGO,,Sligo,CATHOLIC,N,N,N,49,33,82,159680.0,344454.0,-8.62009,54.3471,Mixed
2616,17277O,ST EDWARDS N S,BALLYTIVNAN,SLIGO,,,Sligo,CATHOLIC,N,Y,N,98,89,187,169654.0,336962.0,-8.46595,54.2805,Mixed
2617,17283J,S N PADRAIG NAOFA,GEEVAGH,BOYLE,CO ROSCOMMON,,Sligo,CATHOLIC,N,N,N,39,55,94,184004.0,316905.0,-8.24455,54.1009,Mixed
2618,17599N,S N BAILE AN LUIG,BEAL TRA,SLIGEACH,,,Sligo,CATHOLIC,N,N,N,15,15,30,158676.0,331372.0,-8.63373,54.2295,Mixed
2619,17641J,S N REALT NA MARA,ROSSES POINT,SLIGO,,,Sligo,CATHOLIC,N,N,N,66,50,116,163537.0,340043.0,-8.56024,54.3078,Mixed
2620,17718S,S N SEOSAMH NAOFA,CUL MHAOILE,SLIGO,,,Sligo,CATHOLIC,N,Y,N,67,0,67,167901.0,325984.0,-8.49169,54.1817,Male
2621,17725P,S N BHRIDE,CARN,MONEYGOLD,CO SLIGO,,Sligo,CATHOLIC,N,N,N,19,11,30,167999.0,351491.0,-8.49292,54.4109,Mixed
2622,17774F,S N LISSARA NAOFA,BAILE NA CARRA,BAILE AN MHOTA,CO SLIGEACH,,Sligo,CATHOLIC,N,N,N,44,47,91,163285.0,320621.0,-8.561739999999999,54.1332,Mixed
2623,17838F,S N EOIN NAOFA,BAILE EASA DARA,CO SLIGEACH,,,Sligo,CATHOLIC,N,N,N,99,130,229,166272.0,329388.0,-8.51702,54.2122,Mixed
2624,17967Q,S N MULLACH RUA,Mullaghroe,Via Boyle,Co. Sligo,,Sligo,CATHOLIC,N,N,N,20,17,37,169444.0,303791.0,-8.465819999999999,53.9824,Mixed
2625,18029A,S N MUIRE GAN SMAL,DRUIMEANNA,TUBBERCURRY,CO SLIGO,,Sligo,CATHOLIC,N,N,N,42,40,82,149266.0,312006.0,-8.77477,54.0547,Mixed
2626,18053U,SOOEY N S,SUGHAIDH,CUL ATHA BOYLE,CO ROSCOMMON,,Sligo,CATHOLIC,N,N,N,45,66,111,174274.0,324221.0,-8.39392,54.1663,Mixed
2627,18298E,S N CUL FADA,CUL FADA,BALLYMOTE,CO SLIGO,,Sligo,CATHOLIC,N,Y,N,55,55,110,168865.0,308663.0,-8.47514,54.0262,Mixed
2628,18334F,S N CNOC MIONNA,BAILE AN MHÓTA,CO SHLIGIGH,,,Sligo,CATHOLIC,N,N,N,40,33,73,170194.0,317032.0,-8.455680000000001,54.1014,Mixed
2629,18366S,S N AODAIN,BALLINTRILLICK,CLIFFONEY,CO SLIGO,,Sligo,CATHOLIC,N,N,N,18,16,34,173605.0,351009.0,-8.40653,54.4069,Mixed
2630,18543O,S N CLOCHOG,CASTLEBALDWIN,BOYLE,CO ROSCOMMON,,Sligo,CATHOLIC,N,Y,N,42,46,88,175237.0,314325.0,-8.37836,54.0774,Mixed
2631,18575E,S N MOLAOISE,GRAINSEACH,SLIGEACH,,,Sligo,CATHOLIC,N,N,N,137,154,291,165878.0,349512.0,-8.525360000000001,54.393,Mixed
2632,18580U,S N MUIRE GAN SMAL,CILL RUIS IOCHTAR,TEAMPALL BUI,SLIGEACH,,Sligo,CATHOLIC,N,N,N,8,15,23,149570.0,334755.0,-8.77393,54.2591,Mixed
2633,18592E,S N NAOMH IOSEF,ARD CHILL,TEMPLEBOY,CO SLIGO,,Sligo,CATHOLIC,N,N,N,12,18,30,146866.0,333154.0,-8.81514,54.2444,Mixed
2634,18715R,S N PAIRC ARD,DROMARD,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,49,39,88,155759.0,333864.0,-8.67883,54.2516,Mixed
2635,18979F,S N URSULA,STRANDHILL ROAD,SLIGO,,,Sligo,CATHOLIC,N,N,N,183,186,369,167992.0,335857.0,-8.49135,54.2704,Mixed
2636,19389M,SN MUIRE GAN SMAL,DROIMBAN     CURRAIGH,BAILE AN MHOTA,CO SHLIGIGH,,Sligo,CATHOLIC,N,N,N,38,45,83,149478.0,306461.0,-8.770610000000001,54.0049,Mixed
2637,19392B,SCOIL NAOMH AODAIN,SCOIL AODAIN,MAINISTIR READHAIN,CO SHLIGIGH,,Sligo,CATHOLIC,N,Y,N,29,37,66,167593.0,299485.0,-8.49357,53.9436,Mixed
2638,19408N,RATHCORMACK N S,RATHCORMACK,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,123,111,234,168885.0,341022.0,-8.47818,54.3169,Mixed
2639,19416M,ST PAULS NS COLLOONEY,ST PAULS NS,COLLOONEY,CO SLIGO,,Sligo,CHURCH OF IRELAND,N,N,N,31,25,56,167956.0,326098.0,-8.490860000000001,54.1828,Mixed
2640,19495L,CARBURY NAT SCH,THE MALL,SLIGO,,,Sligo,CHURCH OF IRELAND,N,N,N,119,101,220,169689.0,336036.0,-8.46532,54.2722,Mixed
2641,19635B,RANSBORO NEW CENTRAL,STRANDHILL,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,120,89,209,164831.0,332965.0,-8.539530000000001,54.2443,Mixed
2642,19688W,DROMORE WEST CENTRAL,DROMORE WEST,SLIGO,,,Sligo,CATHOLIC,N,Y,N,45,34,79,142383.0,332848.0,-8.88385,54.2412,Mixed
2643,19826I,ST BRENDANS NS,CARTRON,SLIGO TOWN,CO SLIGO,,Sligo,CATHOLIC,N,N,N,54,51,105,168530.0,337025.0,-8.48321,54.281000000000006,Mixed
2644,19910U,SLIGO PROJECT SCHOOL,ABBEY QUARTER,SLIGO,,,Sligo,MULTI DENOMINATIONAL,N,Y,N,30,17,47,169679.0,335776.0,-8.46544,54.2698,Mixed
2645,19942K,ST PATRICKS NS,COOLGAGH,SLIGO,,,Sligo,CATHOLIC,N,N,N,93,96,189,174248.0,337502.0,-8.39546,54.2856,Mixed
2646,19964U,SCOIL MHUIRE GAN SMAL,BALLYMOTE,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,117,103,220,166446.0,315936.0,-8.51286,54.0914,Mixed
2647,19974A,SCOIL EOIN NAOFA,SRAID AN TEAMPAILL,SLIGEACH,,,Sligo,CATHOLIC,N,N,N,170,85,255,168984.0,335461.0,-8.47608,54.266999999999996,Mixed
2648,19985F,OUR LADY OF MERCY N S,PEARSE ROAD,SLIGO,,,Sligo,CATHOLIC,N,Y,N,192,186,378,169411.0,335605.0,-8.46954,54.2683,Mixed
2649,20019J,HOLY FAMILY SCHOOL,TUBBERCURRY,CO. SLIGO,,,Sligo,CATHOLIC,N,Y,N,91,105,196,152531.0,311843.0,-8.72489,54.0535,Mixed
2650,20044I,GAELSCOIL CHNOC NA RE,BOTHAR BAILE UI DHUGAIN,SLIGEACH,,,Sligo,CATHOLIC,N,N,N,92,100,192,167341.0,335219.0,-8.50127,54.2647,Mixed
2651,20113B,SCOIL CROI NAOFA,BUNNINADDEN,BALLYMOTE,CO. SLIGO,,Sligo,CATHOLIC,N,Y,N,36,32,68,160485.0,311782.0,-8.60342,54.0536,Mixed
2652,20385L,Our Lady's National School,Banada,Tourlestrane,Co. Sligo,,Sligo,CATHOLIC,N,N,N,24,16,40,145509.72,310343.07,-8.83183,54.0393,Mixed
2653,00590A,BORRISOLEIGH B N S,BORRISOLEIGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,56,0,56,202885.0,166281.0,-7.957269999999999,52.7477,Male
2654,01569O,BALLYCAHILL N S,BALLYCAHILL,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,30,30,60,206324.0,159636.0,-7.90647,52.6879,Mixed
2655,01594N,ST JOHNS,ROSCREA,CO TIPPERARY,,,Tipperary,CATHOLIC,N,Y,N,76,73,149,213496.0,189891.0,-7.79915,52.9597,Mixed
2656,02428B,LACKAMORE N S,NEWPORT,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,7,13,20,178261.0,160416.0,-8.32157,52.6945,Mixed
2657,04005G,S N NAOMH PEADAR,HORSE AND JOCKEY,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,72,76,148,214948.0,153446.0,-7.7792,52.6321,Mixed
2658,04067F,CONVENT OF MERCY,NEWPORT,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,87,213,300,172258.0,162230.0,-8.41051,52.7105,Mixed
2659,06658P,KILDANGAN N S,CILL AN DAINGIN   POCON,AONACH URMHUN,CO THIOBRAD ARANN,,Tipperary,CATHOLIC,N,N,N,73,62,135,183985.0,186647.0,-8.23818,52.9305,Mixed
2660,09190G,BOHER N S,BOHER,KILLALOE,CO CLARE,,Tipperary,CATHOLIC,N,N,N,62,43,105,175252.0,172362.0,-8.36698,52.8017,Mixed
2661,11367I,PORTROE N S,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,67,64,131,176272.0,181286.0,-8.3525,52.882,Mixed
2662,11384I,GURTAGARRY N S,TOOMEVARA,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,25,23,48,201467.0,174352.0,-7.9782399999999996,52.8202,Mixed
2663,12124K,REAR N S,NEWPORT,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,40,29,69,183992.0,159532.0,-8.23675,52.6868,Mixed
2664,12540B,CLONMORE N S,TEMPLEMORE,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,42,36,78,215837.0,175426.0,-7.76501,52.8296,Mixed
2665,13867P,ROSCREA N S NO 2,ST CRONANS NS,ROSCREA,CO TIPPERARY,,Tipperary,CHURCH OF IRELAND,N,N,N,29,25,54,213901.0,189274.0,-7.79315,52.9541,Mixed
2666,13991Q,BIRDHILL N S,KILLALOE,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,80,75,155,170535.0,166212.0,-8.43637,52.7462,Mixed
2667,14460N,KILLEA N S,TEMPLEMORE,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,22,16,38,208751.0,175298.0,-7.87016,52.8286,Mixed
2668,15560W,BISHOP HARTY NS,BALLINREE,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,57,38,95,193646.0,179683.0,-8.09436,52.8681,Mixed
2669,15696B,SILVERMINES N S,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,34,43,77,183969.0,171186.0,-8.23766,52.7915,Mixed
2670,15778D,ST MARYS N S,NENAGH,CO TIPPERARY,,,Tipperary,CHURCH OF IRELAND,N,N,N,42,28,70,186651.0,179588.0,-8.19824,52.8671,Mixed
2671,15795D,ST MARYS N S,TEMPLEMORE,CO TIPPERARY,,,Tipperary,CHURCH OF IRELAND,N,N,N,13,16,29,211517.0,172035.0,-7.82923,52.7993,Mixed
2672,16112A,ST MARYS CONVENT,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,0,388,388,186529.0,179437.0,-8.20005,52.8657,Female
2673,16166A,CARRIG N S,BIRR,CO OFFALY,,,Tipperary,CATHOLIC,N,N,N,33,35,68,201946.0,201350.0,-7.9709699999999994,53.0628,Mixed
2674,16211C,TWO MILE BORRIS N S,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,76,62,138,219618.0,157959.0,-7.70995,52.6725,Mixed
2675,16250M,TEMPLETUOHY N S,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,28,32,60,218726.0,170722.0,-7.722410000000001,52.7873,Mixed
2676,16276H,CARRIG N S,BALLYCOMMON,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,110,107,217,183131.0,182537.0,-8.25067,52.8935,Mixed
2677,16344V,ST MARYS JNR B N S,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,136,4,140,186535.0,179608.0,-8.19997,52.8673,Mixed
2678,16727O,SCOIL NA MBRAITHRE,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,219,0,219,186961.0,179455.0,-8.19363,52.8659,Male
2679,16810B,EOCHAILLE ARA N S,NEWTOWN,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,50,60,110,179970.0,180913.0,-8.29754,52.8788,Mixed
2680,16835R,S N NAOMH TREASA,BORRISOLEIGH,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,24,62,86,202804.0,166274.0,-7.958469999999999,52.7476,Mixed
2681,16933R,LOCH MOR MAIGH N S,TEMPLEMORE,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,46,30,76,211318.0,167200.0,-7.83235,52.7558,Mixed
2682,16979S,ST COLMCILLES PRIMARY SCHOOL,TEMPLEMORE,CO TIPPERARY,,,Tipperary,CATHOLIC,N,Y,N,88,0,88,211332.0,171507.0,-7.831989999999999,52.7945,Male
2683,17179O,S N AN CILLIN,BIRR,CO OFFALY,,,Tipperary,CATHOLIC,N,N,N,40,55,95,204137.0,204278.0,-7.93825,53.0891,Mixed
2684,17237C,S N CILL BARFHIONN,COOLBAWN,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,22,42,64,184849.0,193024.0,-8.22563,52.9878,Mixed
2685,17244W,S N NAOMH RUADHAIN,LORRHA,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,12,12,24,193104.0,208482.0,-8.10303,53.1269,Mixed
2686,17296S,S N BAILE NA HINSE,BIRDHILL,LIMERICK,,,Tipperary,CATHOLIC,N,N,N,49,59,108,174257.0,168494.0,-8.38143,52.7669,Mixed
2687,17498H,S N NAOMH SHEOSAMH,TOOMEVARA,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,Y,N,48,35,83,197820.0,177360.0,-8.03236,52.8472,Mixed
2688,17512V,S N FLANNAIN NAOFA,RATH CHOBAIN,ROSCRE,CO TIOBRAD ARANN,,Tipperary,CATHOLIC,N,N,N,46,40,86,198172.0,207378.0,-8.0273,53.117,Mixed
2689,17543J,CLOUGHJORDAN N S,CLOUGHJORDAN,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,52,43,95,197029.0,188072.0,-8.0442,52.9435,Mixed
2690,17608L,S N LUA NAOFA,LORRHA,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,27,22,49,191834.0,204805.0,-8.12191,53.0938,Mixed
2691,17634M,SCOIL AILBHE,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,200,0,200,212349.0,158900.0,-7.81739,52.6812,Male
2692,17640H,S N COLMAIN NAOFA,TIR DA GLAS,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,19,25,44,186273.0,200487.0,-8.20474,53.0549,Mixed
2693,17653Q,CASTLE INY N S,LUACH MAGH,TEMPLEMORE,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,13,19,32,214423.0,170635.0,-7.7862,52.7866,Mixed
2694,17679L,S N BRIGHDE,FANTAN,BORRISOLEIGH THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,8,7,15,199452.0,168905.0,-8.00812,52.7712,Mixed
2695,17681V,S N NA MAIGHNE,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,40,47,87,219290.0,164920.0,-7.71439,52.7351,Mixed
2696,17703F,S N ARD CROINE,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,55,60,115,189625.0,187284.0,-8.15432,52.9363,Mixed
2697,17712G,S N CHIARDA NAOFA,KILKEARY,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,26,24,50,192477.0,175688.0,-8.11163,52.8322,Mixed
2698,17731K,S N IOSEF NAOFA,TEMPLEMORE,CO TIPPERARY,,,Tipperary,CATHOLIC,N,Y,N,32,110,142,211670.0,171805.0,-7.826969999999999,52.7972,Mixed
2699,17850S,S N PHADRAIG NAOFA,PAIRC NA COILLE,BORRISOKANE,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,10,14,24,187362.0,195571.0,-8.188310000000001,53.0107,Mixed
2700,17940T,S N NA MBUACHAILLI,TULACH SEASTA,NEWPORT,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,130,0,130,172987.0,162541.0,-8.39975,52.7134,Male
2701,18087O,S N ODHRAN NAOFA,BAILE NA CLOICHE,SILVERMINES NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,18,12,30,189638.0,174016.0,-8.15371,52.8171,Mixed
2702,18135W,SCOIL ANGELA,URSULINE CONVENT,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,56,202,258,212788.0,158876.0,-7.8109,52.681000000000004,Mixed
2703,18164G,S N BUIRGHEAS,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,31,35,66,179525.0,175303.0,-8.3038,52.8284,Mixed
2704,18207V,S N BAILE AN ATHA,KILLALOE,CO CLARE,,,Tipperary,CATHOLIC,N,N,N,215,217,432,170576.0,173387.0,-8.4364,52.8107,Mixed
2705,18213Q,S N LEAMHACH,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,41,35,76,210615.0,161808.0,-7.84293,52.7074,Mixed
2706,18285S,S N CILL CHUIMIN,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,19,14,33,190147.0,159945.0,-8.14573,52.6906,Mixed
2707,18322V,S N AN DROMA,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,41,38,79,207053.0,168577.0,-7.8955,52.7683,Mixed
2708,18343G,S N CHAOIMHGHIN,BAILE DHAITH,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,Y,N,31,32,63,217949.0,154025.0,-7.734839999999999,52.6372,Mixed
2709,18345K,S N IOSEF NAOFA,COR AN BHILE,ROSCREA,CO TIPPERARY,,Tipperary,CATHOLIC,N,Y,N,142,154,296,214548.0,187547.0,-7.7836,52.9386,Mixed
2710,18350D,S N NA HINSE,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,29,27,56,206088.0,162888.0,-7.9099,52.7171,Mixed
2711,18369B,S N CILL RUADHAIN,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,67,55,122,190840.0,182545.0,-8.13612,52.8937,Mixed
2712,18379E,BARNANE N S,TEMPLEMORE,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,32,29,61,206015.0,170946.0,-7.910830000000001,52.7896,Mixed
2713,18396E,S N RATH EILTE,THURLES,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,51,44,95,216165.0,162568.0,-7.7607800000000005,52.7141,Mixed
2714,18435L,SACRED HEART PRIMARY SCHOOL,NEWLINE,ROSCREA,CO TIPPERARY,,Tipperary,CATHOLIC,N,Y,N,70,79,149,213568.0,188701.0,-7.79812,52.949,Mixed
2715,18443K,S N IOSEF NAOFA,EAGLAIS,BORRISOKANE,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,23,15,38,194292.0,198848.0,-8.08511,53.0403,Mixed
2716,18465U,S N LIOS AN HALLA,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,75,53,128,183986.0,175555.0,-8.23762,52.8308,Mixed
2717,18557C,S N TEAMPALL DOIRE,NENAGH,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,47,43,90,194746.0,169147.0,-8.077860000000001,52.7734,Mixed
2718,18559G,S N CILL NA NAOMH,KILLEEN,NENAGH,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,13,12,25,190607.0,170758.0,-8.13924,52.7878,Mixed
2719,18775M,S N MICHEAL NAOFA,HOLYCROSS,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,122,97,219,208855.0,154294.0,-7.86918,52.6399,Mixed
2720,19422H,CLOUGHJORDAN NO 1 N S,TEMPLEMORE ROAD,CLOUGHJORDAN,CO TIPPERARY,,Tipperary,CHURCH OF IRELAND,N,N,N,53,42,95,198081.0,187493.0,-8.02854,52.9383,Mixed
2721,19640R,SCOIL MHUIRE,LISMACKIN,ROSCREA,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,47,37,84,212630.0,182886.0,-7.812310000000001,52.8967,Mixed
2722,19677R,SCOIL IOSAGAIN,UPPERCHURCH CENTRAL NS,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,65,58,123,198580.0,161092.0,-8.02101,52.701,Mixed
